name,description
Push Pace Podcast,"What's up, everyone! Austin from Training Tall here with my new podcast series: Push Pace Podcast. This podcast will seek to dive deep into the mindset, process, and execution of taking action to ""push"" myself and yourself towards a happier us!Anything and everything can and will be discussed! This podcast will serve as an opportunity to go into detail on specific topics including health, wellness, nutrition, OTF, rowing, fitness, life, and anything to help us on our quest towards achieving and maintaining happiness and fulfillment! In the future, I would like to include guest interviews and broaden the discussion to more than just my own thoughts and opinions. I'm looking forward to this exciting adventure ahead! Hey listeners! I am so very excited to share with you an experience where I was able to share my rowing passion with other fellow fitness coaches. This clinic is unique because it wasn't teaching individuals how to row, but how to coach rowing! I hope you enjoy! Hey listeners! In this week's podcast, I wanted to take time to share with you my resources, tips, and strategies, for including more whole foods into your diet!  Hey listeners! Happy New Year! In this week's episode, I wanted to take time to talk about what it means to push yourself and your passions out into the world through social media! This episode will discuss the main platforms that consume most of our attention: Instagram, Facebook, LinkedIn, Twitter, and Tik Tok! What does it take to promote yourself and your passion on these platforms? Hey listeners! In this week's episode, I wanted to chat about my new online training platform, HIIT+, and share a discussion behind the process of creating something you're passionate about and the struggles with uncertainly and commitment that come along with that process! I hope you can gain some value from this in your pursuit towards achieving your own dreams! Hey listeners! For this week's episode, I wanted to take time to talk about a recent lower back injury and the lessons I have learned from the setbacks that it has brought me. Hey listeners! As the end of the year approaches, this week I wanted to reflect on my past 3 years coaching group fitness and the biggest discoveries and takeaways I've had thus far! If you have ever been interested in pursuing group fitness or just want to hear about fitness coaching from a ""coach perspective"", than I think you will really enjoy this episode!"
Coach Glass Podcast,"The Coach Glass Podcast will help you take your coaching skills, fitness, personal brand and life to the next level. Every week you will enjoy Jason Glass's unique brand of Edutainment (Education through Entertainment). Join the community and get inspired! Maximize your potential and those around you! Dream Big & Over Deliver! Andrew Putnam is this week’s guest. If you are a fan of golf you will know that Andrew is a PGA Tour winner and #1 putter in the world. His success is founded in perpetual growth in all aspects of his life. Spiritual, mental, physical, emotional and relationships. I am very fortunate to have the opportunity to coach Andrew over the past 6 years but even more grateful for his friendship and the lessons he has taught me over this span. Enjoy! There are highs and lows along their path to greatness. Great coaches can identify and in many cases predict the dips in performance and plateaus and have the skill set to right the ship and efficiently get it back on the path. Some people think that great coaching takes technical skills, great eye for detail and a confident motivating presence. I think great coaching requires empathy, vulnerability and sincerity. But what do I know? If you are an athlete, injuries are inevitable. You may feel invincible but there is an injury in the mail, it just hasn’t reached you yet! If you want to minimize the affect of your injuries you need to truly understand what your injury is, how to treat it and when to return to battle. Once you understand what the injury is, you can decide the best way to treat it. Every New Year I perform an action that sets my year up for success.  I erase the entire hard drive on my computer and phone.  I know, I know, I know it sounds crazy!  Take a breathe and release your puckered balloon knot for a minute and let me explain.  What I am about to present to you isn’t just for your computer but for all aspects of your life! We go DEEP into rate of force, range of motion and how reducing one can increase the other and create amazing power gains. We talk speed, technique and long held myths about strength training. My favourite part of our conversations, always revolve around what it means to be a coach. We talk about our mentors and Al shares a story that will break your heart and inspire you to be a better coach! To all my Glisten’s around the globe....Happy Holidays! This annual Holiday Special is my way of sharing a Christmas Cheer with all of you. Every week we get to enjoy a coffee together but during the Holiday season my good friend Santa puts a little something special in my mug! I wish you all a fantastic holiday with your friends and family. If you have neither, you can rest your head on Christmas Eve knowing that you have a family here with the #GlistenerNation."
The Practice Brave Podcast,"The Practice Brave Podcast brings you the relatable, trustworthy and transparent health & fitness information you’re looking for when it comes to coaching, being coached and transitioning through the variables of motherhood and womanhood.You will learn from athletes and experts in the women’s health and coaching/performance realm as they share their knowledge and experience on all things Pregnancy & Postpartum Athleticism. Whether you’re a newly pregnant athlete or postpartum athlete, knowing how to adjust your workouts, mental approach and coaching can be confusing. Each week we’ll be tackling questions around adjusting your workouts and mindset, diastasis recti, pelvic health, mental health, identity, and beyond. Through compelling interviews and solo shows, Brianna speaks directly to where you’re at because she’s been there too! Tune in every other week and share the show with your athlete friends!Connect with Brianna on Instagram @Brianna.Battles and learn more about her programs at BriannaBattles.com Knowing how to train during pregnancy isn't something Heather Osby or I had access to in our first pregnancies. The information wasn't really out there! We had to become the people we needed. Over these last few years, we've both learned so much about how to train in each trimester of your pregnancy so that you're setting yourself up for success while pregnant AND postpartum.
 Heather and I talk about how she trained in each trimester of her most recent pregnancy, what themes and tactics she used, and why being educated is so important.
 Thanks for hanging out with us today. I hope this episode helped you and if it did, consider  writing a review for the show. I so appreciate it. Find all the links and resources mentioned in today's show in the show notes and come hang out with Heather (@heather.osby) and I (@brianna.battles) over on instagram! Talk to you there!
 Find the eBook Heather and I created  HERE and the Pregnant Athlete Training Program  HERE!
 SHOW NOTES: www.BriannaBattles.com/episode4 I'm excited to introduce you to Olympic weightlifter, coach and my friend, Quiana Welch, on this episode of the Practice Brave Podcast! Quiana shares her journey from finding out she was pregnant, to training while pregnant and now postpartum. We cover how her mindset has shifted and what her goals are for the future!
 Quiana is so relatable and she shares her struggles and the things she is proud of so far as a mom, athlete, and coach!
 Thanks for joining us today! Find Quiana on Instagram @Quiana_Welch and let me know what you liked from this episode by writing a review. Talk to you soon!
 SHOW NOTES: www.BriannaBattles.com/episode3 Why is there no relatable information for female athletes who want to train through their pregnancy and make a return to the kind of performance and fitness they want to do as mothers?
 This question is what lead me to start the Pregnant &amp; Postpartum Athlete and in this episode, I am diving into what P&amp;PA is all about and what makes it different from what exists elsewhere.
 Thanks for being here today and supporting this growing movement. Share the show with a friend or fellow athlete that needs this support and find the links and resources mentioned in this episode over on the show notes!
 SHOW NOTES: www.BriannaBattles.com/episode2 Welcome to the first episode of the Practice Brave Podcast! I invited my business project manager on this first episode to talk through my personal pregnancy and postpartum journey which led me to create Pregnancy &amp; Postpartum Athleticism and this podcast!
 We cover my story, what Practice Brave is all about, and what you can expect out of the show every other week!
 I am so grateful you are here and I would love it if you'd share the show with anyone that would benefit from it! Find me on instagram @Brianna.Battles and check out the show notes for all the links and resources mentioned in today's episode. Talk to you next time!
 SHOW NOTES: www.BriannaBattles.com/episode1"
Behind the Horns,"Hosted by NOBULL co-founders, Michael Schaeffer and Marcus Wilson, Behind The Horns is a podcast for people who work hard and don’t believe in excuses. Michael and Marcus sit down with Leora Hofri, the Executive Director of Steve’s Club, a national non-profit organization that brings fitness, nutrition, and mentorship to at-risk and underserved youth.  Leora shares information about the 22 Steve’s Club programs currently operating nationwide, their annual leadership camp, and powerful testimonials from participants. 
 (0:51) Steve’s Club National Program  
 (4:35) Impact of CrossFit.
 (10:45) Leora’s involvement.  
 (12:43) Evolution of Steve’s Club.
 (14:20) How to get Involved  https://stevesclub.org. Michael and Marcus sit down with Brooke, Katrin, and Tia prior to the Fitness Film Festival to discuss their experiences with filming Who I've Always Been, and also with Todd Meleney, VP of Marketing, after the premiere to catch up about the inspiration for the film and how it was created. 
 
  (00:35) Todd discusses the first-ever Fitness Film Festival and the premiere of Who I’ve Always Been. 
 (3:13) Tia discusses the whirlwind few months since joining NOBULL. 
 (20:35) Todd talks about the creation of the film by a team of ten on three continents. 
 (22:07) Katrin describes her experiences filming in Austria and Iceland. 
 (39:23) Todd explains the More Than Influencers Mural reveal. 
 (40:24) Brooke discusses being More Than an Influencer and her introduction to NOBULL.
 (49:37) Todd reacts to the Fitness Film Festival. Michael and Marcus talk with NOBULL Athlete, Sam Dancer, about the evolution of their friendship and sponsorship and about how Sam balances fitness and service.
 (1:23) 2015 East Coast Championship.
 (6:38) Life in a van.
 (8:27) Importance of Working Out and Working In. 
 (11:15) Breathwork (The Oxygen Advantage by Patrick G. McKeown). 
 (16:31) Continuing education and holistic lifestyle coaching. 
 (19:57) 2020 CrossFit Games preparation. Michael and Marcus talk with Gil Blander, Founder and Chief Scientific Officer of InsideTracker, a personalized nutrition platform that helps people live a longer, better life based on understanding data from a blood test.  
 (1:00) What is InsideTracker?
 (2:18) CrossFitters data versus other athletes.
 (4:03) Dietary preferences and regiments.  
 (9:05) InnerAge.
 (15:15) Activity tracker data.
 (16:32) Fasting. 
 (20:50) The latest with InsideTracker. 
 (23:55) Improving sleep.
 (26:03) Personalized diet.
 (27:25) Supplements versus whole foods. 
 (30:27) Top three nutritional pointers. Michael &amp; Marcus talk with Chris Hoppe from The Phoenix. The Phoenix is a sober active community that provides free community activities for people who are in recovery for substance use disorder. Chris talks about addiction, long-term recovery and the amazing work The Phoenix chapters are doing around the country. Michael and Marcus talk to Rory McKernan, Crossfit OG and author, about the early days of Crossfit and how his world has been evolving in some amazing ways this year."
Fit Has No Size,"Join Coach Tulin as she talks about all things relates to those that are plus size and are on their journey to fit.  From fitness, to fashion, to fun, to personal development, to empowerment, this is something you are not going to want to miss! Coach Tulin is a plus size health and fitness motivator and mentor. She advocates for those starting or re-engaging in fitness. Her mantra is “fit has no size” and is dedicated to bridging the gap between those that are plus size and the health and fitness industry. Coach Tulin has always been a supporter of plus size having been a plus size model, consultant for several plus size brands, as well as a plus size magazine executive, and marketing professional. Coach Tulin believes that plus size women pursuing a healthy lifestyle should be appealed to, not dismissed as a “before picture” as we often see in advertisements. Join Coach Tulin as she talks about all things related to plus size individuals on their journey to fit. From fitness, to fashion, to fun, to personal development, to empowerment, this is something you are not going to want to miss! Copyright Team Emre Join Coach Tulin as she talks about all things related to plus size individuals on their journey to fit. From fitness, to fashion, to fun, to personal development, to empowerment, this is something you are not going to want to miss! Copyright Team Emre Join Coach Tulin as she talks about all things related to plus size individuals on their journey to fit. From fitness, to fashion, to fun, to personal development, to empowerment, this is something you are not going to want to miss! Copyright Team Emre Join Coach Tulin as she talks about all things related to plus size individuals on their journey to fit. From fitness, to fashion, to fun, to personal development, to empowerment, this is something you are not going to want to miss! Copyright Team Emre Join Coach Tulin as she talks about all things related to plus size individuals on their journey to fit. From fitness, to fashion, to fun, to personal development, to empowerment, this is something you are not going to want to miss! Copyright Team Emre Join Coach Tulin as she talks about all things related to plus size individuals on their journey to fit. From fitness, to fashion, to fun, to personal development, to empowerment, this is something you are not going to want to miss! Copyright Team Emre"
All Day Ruckoff Podcast,"Brian, founder of All Day Ruckoff, talks about rucking, gear, fitness, and GORUCK with those in the community. After completing GORUCK Challenge Class 053 Brian started the website All Day Ruckoff to encourage and provide insight to others who wanted to take on the GORUCK Challenge. Years after the formation of All Day Ruckoff the All Day Ruckoff Podcast is born. Listen to interviews with athletes, event organizers, cadre, ruck clubs, GORUCK employees, and those who make this community special. Completing one GORUCK Heavy is an accomplishment. Completing back to back GORUCK Heavy events is a huge accomplishment. Completing three back to back to back Heavy events is insane. Nick Schrein joins me in this podcast episode to talk about the one Triple Heavy GORUCK event that has ever been completed.







Nick gets into his endurance background, his training, and what happened during the GORUCK Triple Heavy event. After talking with him it becomes apparent just how absolutely insane this event. If you enjoy hearing about hard events or GORUCK history then I am sure you are going to love this episode.







Resources







Here’s links to everything we talked about during the podcast episode:







* GORUCK Terms &amp; Glossary* Support Through Patreon* All Day Ruckoff YouTube Channel* All Day Ruckoff Store* GORUCK* GORUCK Tough* GORUCK HTL* GORUCK Heavy* GORUCK Double Heavy* Keys 50* SEALFIT KOKORO* Charity Challenges* Mettle Forger* Mettle Forger WOD* Barkley Fall Classic* Barkley Marathon* Nick Schrein Website* Nick Schrein Instagram* Nick Schrein Vimeo







YouTube







Coming soon!







What’s Next







Thanks so much for listening! If you missed any of a rel=""noreferrer noopener"" href=""https://alldayruckoff. Patrick was one of three people who completed GORUCK Selection in 2019. This wasn’t his first time at the event and his event resume is impressive. We discuss GORUCK Selection (all of them he’s been in) as well as his training and other events he has completed. If you’re curious about what it takes to complete GORUCK Selection then this is the podcast to listen to!







Resources







Here’s links to everything we talked about during the podcast episode:







* GORUCK Terms &amp; Glossary* Support Through Patreon* All Day Ruckoff YouTube Channel* All Day Ruckoff Store* GORUCK* GORUCK Tough* GORUCK Selection* GORUCK Team Assessment* GORUCK Selection 021 Interview with Alex Kaliniak* GORUCK Selection 021 Interview with Mark Jones* Spartan Race* Spartan Race Hurricane Heat 12 Hour (HH12HR)







YouTube







Coming soon!







What’s Next







Thanks so much for listening! If you missed any of our earlier episodes you can give them a listen right now. Hopefully you enjoyed the podcast and are excited about the next one. Did you enjoy the podcast? We’d love a review on iTunes or even our Facebook Page! Didn’t enjoy it? Contact us and let us know what we can do better!







Thank you so much for all of the support! Subscribe through iTunes, Spotify, a rel=""noreferrer noopener"" href=""https://www.google.com/podcasts?feed=aHR0cHM6Ly9hbGxkYXlydWNrb2ZmLmNvbS9mZWVkL3BvZ... Cadre Mocha has been with GORUCK since 2013. He’s put on a lot of events and is part of putting GORUCK’s Cadre Reunion 2020 on. In this episode we get into his history with GORUCK and what the Cadre Reunion will entail.







Resources







Here’s links to everything we talked about during the podcast episode:







* GORUCK Terms &amp; Glossary* Support Through Patreon* All Day Ruckoff YouTube Channel* All Day Ruckoff Store* GORUCK* GORUCK Tough* GORUCK Cadre Reunion Tough 2020* Xterra Events* Odyssey Adventure Racing







YouTube







Coming soon!







What’s Next







Thanks so much for listening! If you missed any of our earlier episodes you can give them a listen right now. Hopefully you enjoyed the podcast and are excited about the next one. Did you enjoy the podcast? We’d love a review on iTunes or even our Facebook Page! Didn’t enjoy it? Contact us and let us know what we can do better!







Thank you so much for all of the support! Subscribe through iTunes, Spotify, Google Podcasts, Android, Google Music, Stitcher, or TuneIn and never miss another episode! Geo is a USAT certified triathlon coach, Ironman, marathon (and ultra) runner, and GRT. He’s also a personal trainer and, in this episode, we talk about ways to train for GORUCK events and improve your performance. He has a ton of experience working with athletes from all different sports and does a great job bringing that experience together when coaching his athletes.







Resources







Here’s links to everything we talked about during the podcast episode:







* GORUCK Terms &amp; Glossary* Support Through Patreon* All Day Ruckoff YouTube Channel* All Day Ruckoff Store* GORUCK* GORUCK Tough* GORUCK Heavy* Pose Running* Periodized Training* Better Woodman Performance (Coming Soon)* Better Woodman (Instagram)* Geoffrey Woodman (Instagram)* Training Peaks







YouTube







Coming soon!







What’s Next







Thanks so much for listening! If you missed any of our earlier episodes you can give them a listen right now. Hopefully you enjoyed the podcast and are excited about the next one. Did you enjoy the podcast? We’d love a review on iTunes or even our Facebook Page! Didn’t enjoy it? Contact us and let us know what we can do better!







Thank you so much for all of the support! Subscribe through iTunes, Spotify, Google Podcasts, We’re in the days between Christmas 2019 and the start of 2020! In this episode I talk about how I set goals, goal setting in general, and tips for making your 2020 the best year possible.







Goal Setting 2020







* Write down (or find your list of) your 2019 goals.* Mark the goals you accomplished and the goals you didn’t accomplish.* Going through the goals you accomplished write why you were able accomplish them and what you did to accomplish them.* Going through the goals you didn’t accomplish write down why you didn’t accomplish them. Be honest so that you can use this as feedback for how to accomplish your goals in the future.* Write down two or three categories you want to focus on in 2020.* Within each category right down the goals that, if you completed, would help you improve that category.* Write down ways you can accomplish each individual goal.* Write down things that could prevent you from completing those goals.* Based on what could help you accomplish each individual goal start planning your year out high-level. Get an idea of what your calendar will look like to make sure it’s possible to complete. 







Resources







Here’s links to everything we talked about during the podcast episode:







* GORUCK Terms &amp; Glossary* Support Through Patreon* All Day Ruckoff YouTube Channel* All Day Ruckoff Store* GORUCK







YouTube







Coming soon!







What’s Next







Thanks so much for listening! If you missed any of our earlier episodes you can give them a listen right now. Hopefully you enjoyed the podcast and are excited about the next one. Did you enjoy the podcast? We’d love a review on iTunes or even our Facebook Page! Didn’t enjoy it? Contact us and let us know what we can do better!







Thank you so much for all of the support! Subscribe through iTunes, Spotify, Google Podcasts, Android, Google Music, Stitcher, or TuneI... Bianca is the Events Operations Coordinator for GORUCK. She joins to talk about how she got involved in GORUCK, the GORUCK 2020 event schedule, and what it’s like to plan an entire calendar year of GORUCK events.







Resources







Here’s links to everything we talked about during the podcast episode:







* GORUCK Terms &amp; Glossary* Support Through Patreon* All Day Ruckoff YouTube Channel* All Day Ruckoff Store* GORUCK* GORUCK HTL* GORUCK Rucker* GORUCK Tough* GORUCK Heavy* Marine Corp Heavy 2020 * Marine Heavy with Cadre Cleve Podcast* Party Star Course* Team Assessment* Badass Babes Events* GORUCK Star Course* GORUCK GRT Reunion 2020* Cadre Reunion 2020 * GORUCK 10 Year Reunion Events* GORUCK Constellation* Bragg Heavy 2020* GORUCK Hard Hitter* GORUCK Higgins Tough* GORUCK Double Heavy* GORUCK Double Tough* Bomber’s Podcast







YouTube







Coming soon!







What’s Next







Thanks so much for listening! If you missed any of our earlier episodes you ..."
The Maximus Podcast,"The Maximus Podcast, (a.k.a. The Last of the Real Ones) hosted by Bobby Maximus and Joe Cebula, teaches people how to become better in every aspect of their lives using fitness as a vehicle. Bobby Maximus is a best selling author, a regular contributor to Men's Health and one of the World's most recognizable fitness professionals. Joe Cebula is one of the World's best Transformation experts and a rising star in the world of strength and conditioning.SubscribeReviewFollow us @bobbymaximus and @joe_cebula You ever say back and thought to yourself “Here We Go Again?”. That’s what it’s like having an unsupportive partner. Are you with someone who gets jealous of your success? Or are you with a person who tries to put down or even worse, sabotage your goals? In this episode your hosts Joe Cebula and Bobby Maximus talk through sadly what is a somewhat common problem. You’ve got options. Two of which include getting a divorce or sending your partner to therapy. Don’t worry, if you want to work s**t out there’s other options too. 

You can download the episode on iTunes

You can download it on Stitcher

You can download it on Soundcloud﻿

To learn more about Joe Cebula visit his Instagram @joe_cebula 

If you love our content Join the Inner Circle at www.themaximuspodcast.com

We’d like to thank our sponsors. Visit www.lalo.com and use the code MAXIMUS20 for 20% off Footwear. 

Visit www.nitorperformance.com and get 20% off with the code MAXIMUSPODCAST We tried to keep it positive. We tried to help people build better lives. But that’s not what people want. People want to be f*****g miserable. So we thought “Why not?”. Let’s do it. In this episode of “The Maximus Podcast” your hosts teach you the keys to complete and utter misery in 9 simple steps. They’re easy to follow. So sit back enjoy and prepare to be very, very unhappy. 
1. Compare yourself to other people. 
2. Complain 
3. Make your life way more stressful than it needs to be 
4. Learn to hate being alone
5. Always say yes to every single request
6. Have zero boundaries 
7. Surround yourself with idiots
8. Read every self-help book some guy recommends and take advice from people on Social media 
9. Have affairs and seek emotional  validation from others

You can download the episode on iTunes

You can download it on Stitcher

You can download it on Soundcloud﻿

To learn more about Joe Cebula visit his Instagram @joe_cebula 

If you love our content Join the Inner Circle at www.themaximuspodcast.com

We’d like to thank our sponsors. Visit www.lalo.com and use the code MAXIMUS20 for 20% off Footwear. 

Visit www.nitorperformance.com and get 20% off with the code MAXIMUSPODCAST Raised in Grand Rapids, Michigan – one of the notably worst cities for African-Americans who live below the poverty level and have the least access to quality public education – Tiffany Simmons was determined to create a new path. Here’s the thing. She didn’t just create a new path she created a ten lane super highway to success. She’s done acting, modeling, is a published author, a TV personality and just happens to be one of the best damn lawyers on the planet. She’s has a lifetime undefeated record in the courtroom and is the first person you want to call if you’re in trouble. I’ve got her on speed dial. Anyway if you’re interested in learning what makes her tick, how fitness makes her better at everything she does, and want to hear a story of overcoming adversity download this episode of “The Maximus Podcast”. You’re welcome. You can thank us later. F**k your diet. Yup, we said it. And we’ll say it again. F**k your diet, your macros, your calorie counting, and your weighing and measuring too. Do you know what we think about fad diets? I’m sure you can probably guess. The reason so many people fail when it comes to eating is that they make things way to complicated. In this episode of “The Maximus Podcast” your hosts Joe Cebula and Bobby Maximus go over a few simple rules for your diet that will transform your perspective, your eating, and your life. No more b******t. No more falling off the wagon. Just progress. 

You can download the episode on iTunes

You can download it on Stitcher

You can download it on Soundcloud﻿

To learn more about Joe Cebula visit his Instagram @joe_cebula 

If you love our content Join the Inner Circle at www.themaximuspodcast.com

We’d like to thank our sponsors. Visit www.lalo.com and use the code MAXIMUS20 for 20% off Footwear. 

Visit www.nitorperformance.com and get 20% off with the code MAXIMUSPODCAST We used to hate the “New Year. New You” mentality. We’ve changed our minds though. We are for anything that helps motivate people to better themselves. We don’t care whether it’s a new week, new month, new year or new decade. In this episode of “The Maximus Podcast” we go over some rules to help you “stay on the bus” as you begin your fitness journey. These rules aren’t unique to the New Year. You can institute them anytime and any place. Happy New Year. 

You can download the episode on iTunes

You can download it on Stitcher

You can download it on Soundcloud﻿

To learn more about Joe Cebula visit his Instagram @joe_cebula 

If you love our content Join the Inner Circle at www.themaximuspodcast.com

We’d like to thank our sponsors. Visit www.lalo.com and use the code MAXIMUS20 for 20% off Footwear. 

Visit www.nitorperformance.com and use the code MAXIMUSPODCAST for the best protein anywhere

Also visit www.meatlocker.com and use the code MAXIMUS to get 15% off your order. 

Finally support yourself by supporting us. Visit www.bobbymaximus.com/shop for T-shirts, gear, and the infamous Green Dots. Got a baby on the way? If yes this episode is for you. No? You still need to listen. Why? It will teach you about time management, planning strategies, and how to communicate with those around you better. This episode with Joe Cebula; Bobby Maximus and Lisa Maximus is as useful to a corporate executive as it would be to a new parent. Enjoy and take some damn notes. You’ll want to save this information for later. 

You can download the episode on iTunes

You can download it on Stitcher

You can download it on Soundcloud﻿

To learn more about Joe Cebula visit his Instagram @joe_cebula 

If you love our content Join the Inner Circle at www.themaximuspodcast.com

We’d like to thank our sponsors. Visit www.lalo.com and use the code MAXIMUS20 for 20% off Footwear. 

Visit www.nitorperformance.com and use the code MAXIMUSPODCAST for the best protein anywhere

Also visit www.meatlocker.com and use the code MAXIMUS to get 15% off your order. 

Finally support yourself by supporting us. Visit www.bobbymaximus.com/shop for T-shirts, gear, and the infamous Green Dots."
Training Think Tank Podcast,"This podcast is audio taken from our Training Think Tank YouTube channel for those on the go (or who just don't want to look at our ugly mugs) Learn more here: https://www.trainingthinktank.com/dsgn
 Why TTT is even running an online training program 00:12
 New upgrades to the program 02:10
  - Movement Demos for everything programmed
 - Supplementary Skill Progression workouts for complex skills
 Who is this program for? 08:12
 The Engine Path 09:57
 The Strength Path 12:53
 Combing the different paths 15:57
 The structure of the training week 19:04
 How the program works 25:57
 Q&amp;A 28:09 TTT Coaches Max El-Hag and Brannen Dorman discuss things to keep in mind heading into the next 5 weeks of the CrossFit Open. Max gives his advice for improving 19.1 on your second attempt. CTP interviews Max about the recent changes to CrossFit, the 2019 Open, competing, and more in this new interview. Max shares some of his favorite quotes from the book ""Good Profit"" by Charles G. Koch. (Check the video on YouTube to see the examples mentioned) TTT Coach Kyle Ruth joins Max to discuss swimming in the sport of CrossFit and how we're going about coaching our on-site group here in Atlanta."
Ready. Aim. Empire.,"Imagine having a clear, concise, frighteningly- accurate picture of where your business is financially—and most importantly—where you need to go to grow.  CUE: DOORS OPENING, SALES RINGING. No matter where your business is currently, we’ve got inspiration + information tailored to your exact stage so that you know where you need to go and what you need to do to dream—and take action—in bigger, bolder ways. In this episode you’ll learn:
 • How Nathania structures her email pitches to be featured in so many publications
 • Why strategy plus luck, consistency and follow through will equal free advertising
 • What it was like taking over a studio that held a lot of history and was owned by someone else for many years
 • What were three sticking points that Nathania didn’t anticipate and how she was able to work through them
 • How she now manages her time having two very busy and successful businesses
 LINKS:
 https://www.soulplay.yoga/
 https://www.instagram.com/soulplay.yoga/
 https://www.facebook.com/soulplayyoga 
 https://www.soultribeadventures.com/  In this episode you’ll learn:
 • What led to Suzanne joining The Client Cure
 • Why her mindset upon entering the program was so important
 • The first steps she immediately took when she joined and how she chose which priorities to focus on
 • What this focus has allowed Suzanne and her team to do
 • The way she was able to hire a part-time studio manager and the amazing success she’s achieved this year
 • One thing that she wishes all studio owners new starting out
 LINKS:
 https://loveyogastudios.com/
 https://www.facebook.com/LoveYogaStudio/
 https://www.instagram.com/loveyogastudio/
 https://twitter.com/loveyogastudio  In this episode you’ll learn:
 • The marketing shifts and trends we’re seeing from our testing and what I believe will be happening in 2019
 • Our team’s process for creating upcoming content to release and why batching and preparation has been key for us
 • Why Instagram Story ads are so effective and the best way to get a quick and easy response from potential clients using Facebook
 • Some very exciting results we’re seeing clients get using the Google Display Network
 • How you can locate and use influencers in your local area to market your business
 LINKS:
 https://studiogrow.co/work-with-us/
 https://www.upwork.com/
 https://lightroom.adobe.com/
 https://www.plannthat.com/
 https://www.canva.com/  In this episode you’ll learn:
 • Niki Riga’s story and how she was able to leave her “yes ways” behind
 • How her experience with sorority recruitment gave her many of the skills she now uses as a studio owner
 • Killing with kindness and the Affi Effect – why these concepts are the corner stones of Flex Fusion
 • The way to work with difficult clients {and be kind even in difficult situations}
 LINKS:
 https://flexfusionstudios.com/  In this episode you’ll learn:
 • How through natural disasters, recessions and competition JoAnne and her team were able to survive {and thrive}
 • What lead her to The Client Cure and the hesitations she had before making the leap
 • The way JoAnne was able to craft time away from her business to invest in the TCC
 • Strategies and processes that JoAnne has put in to place since starting TCC
 • And more!
 LINKS:
 support@lisekuecker.com  In this episode you’ll learn:
 • The strategy behind successful Instagram marketing and Instagram “hot spots”
 • How developing your voice will develop your brand
 • The difference between paid and organic advertising on Instagram and Christy’s take on what the future might hold
 • How and why you should utilize white space in your feed
 • The difference between business versus personal Instagram accounts
 • Why Christy has over 40 tests running at a time!
 LINKS:
 https://www.plannthat.com/
 https://au.linkedin.com/in/christy-laurence "
The Champion Mindset,"Welcome to The Champion Mindset Podcast hosted by Stacy ""Bama"" Burr, who in 2019 put it all on the line to become the #1 ranked powerlifter in the world (#BITW). This is the #1 spot to find the motivation to grind out that one last rep, and the courage to take bigger and bigger steps towards being a better version of you. This is The Champion Mindset Podcast. When we do something new, something different, or strive for greatness, we always anticipate resistance. We anticipate what could go wrong, how that will make us feel, and where that resistance might take us, and most of the time, this anticipation keeps us from pursuing our dreams. Today, let’s talk about how to get through those feelings and how you can turn your apprehensions into your dreams. If you guys think that everything comes easy to me, you are wrong. Wrong, wrong. I struggle just like you, I fail just like you, but the question is, are you willing to keep trying like I am? Or are you going to give up and fall short of your goals? Competition is not designed to bring you down. Competition is to level you up. So let’s talk about it. Let’s talk about growth vs. scarcity mindset, how the world is not your competition, and how collaboration is probably the best possible thing for you and your personal development. It’s the little things that bring the biggest results. Today we talk about habits, and how habits shape our lives. If you have big goals, dreams, and ambitions for 2020, this episode was written for you. How are you going to accomplish your goals in 2020? Magic? Fairy dust? Unicorns and rainbows? No. Accomplishing goals starts with setting your expectations. This episode is a MUST for anyone who has goals and ambitions set for the New Year.

Applications for The Champion Mindset 30 Day Transformation Challenge will open soon! Keep your eyes peeled for the announcement. Will this be the year you finally go all-in on you? I don’t care what you do, what your passion is, or why you’re doing it, I only care that you go all in. May this be the year you finally give something your everything."
